usage_id,customer_id,service_type,usage_amount,usage_date,usage_time
5796,6821,SMS,395.56,2023-07-05,11:13:26
5797,1892,SMS,484.82,2023-09-07,07:12:11
5798,3050,data,122.5,2022-01-20,10:35:15
5799,7297,call,849.76,2022-06-12,07:41:30
5800,1258,call,248.77,2023-01-10,22:55:15
5801,3931,data,22.63,2022-07-26,17:57:48
5802,5005,call,696.58,2023-01-22,15:51:35
5803,3824,call,183.35,2022-07-23,06:35:41
5804,3842,call,911.6,2022-09-26,04:21:03
5805,9454,data,929.88,2022-02-15,18:45:27
5806,9616,call,774.46,2023-06-06,11:37:50
5807,6593,call,823.35,2022-12-08,03:35:00
5808,5203,SMS,917.42,2023-09-30,08:43:26
5809,5689,call,259.38,2023-04-12,00:44:10
5810,3,SMS,891.8,2022-01-16,23:57:01
5811,7868,SMS,811.12,2023-11-14,16:02:22
5812,2399,SMS,53.04,2022-09-24,07:52:35
5813,7664,call,634.42,2023-11-29,05:36:34
5814,8519,SMS,720.02,2023-03-07,12:54:13
5815,1774,SMS,316.93,2023-10-31,22:51:44
5816,3746,data,863.01,2022-08-09,23:52:54
5817,6060,SMS,293.1,2022-01-20,12:12:41
5818,2907,call,735.95,2022-05-17,03:17:18
5819,5669,SMS,591.76,2023-11-20,15:05:34
5820,8756,data,621.24,2023-01-04,05:50:42
5821,463,call,456.08,2023-04-25,01:25:23
5822,5091,SMS,400.45,2022-12-21,03:12:09
5823,9672,SMS,155.58,2022-09-17,11:55:18
5824,5213,SMS,459.54,2023-07-29,04:25:46
5825,6310,data,883.74,2023-03-31,01:18:45
5826,6127,SMS,450.05,2022-04-02,05:28:46
5827,6357,call,261.51,2023-12-14,05:00:06
5828,5123,SMS,500.31,2023-04-25,12:36:04
5829,583,SMS,550.36,2023-08-06,10:03:23
5830,8370,SMS,75.11,2022-10-20,21:20:03
5831,3358,SMS,904.22,2023-02-20,18:00:44
5832,4644,data,732.12,2022-08-26,08:41:21
5833,1471,call,799.01,2022-09-06,17:33:29
5834,3931,data,164.08,2023-11-25,13:10:24
5835,8218,call,799.58,2023-07-13,14:05:21
5836,901,SMS,150.42,2022-09-05,10:46:35
5837,3931,data,107.33,2022-03-05,06:22:10
5838,2073,SMS,264.77,2023-07-23,08:20:04
5839,2838,call,398.38,2023-09-10,06:13:02
5840,6879,data,538.97,2023-06-11,01:42:41
5841,8386,SMS,213.16,2023-04-17,21:09:28
5842,6609,data,32.83,2022-08-29,19:42:29
5843,5007,SMS,745.27,2023-06-20,02:45:23
5844,5311,data,527.96,2023-03-01,04:11:32
5845,7587,data,256.64,2023-08-28,16:10:50
5846,4404,SMS,143.66,2022-03-06,19:39:40
5847,9673,data,246.85,2022-01-28,14:51:27
5848,1612,SMS,159.08,2023-01-09,00:59:44
5849,2421,call,665.11,2023-09-06,02:36:07
5850,4377,call,711.8,2022-12-14,04:32:11
5851,372,SMS,291.49,2022-09-28,21:55:15
5852,2138,data,426.68,2022-05-15,15:55:42
5853,4370,call,116.65,2022-06-09,10:01:03
5854,7429,SMS,520.77,2022-03-19,22:36:45
5855,5590,SMS,918.33,2022-10-22,21:00:12
5856,6392,SMS,881.76,2022-04-22,14:04:26
5857,2091,call,708.84,2022-05-20,12:09:24
5858,6096,SMS,140.09,2023-12-17,19:22:59
5859,6340,SMS,796.48,2023-09-13,05:36:38
5860,3437,data,232.28,2022-03-23,00:26:43
5861,4390,SMS,981.26,2022-12-12,09:53:22
5862,3107,data,963.55,2023-11-11,14:13:58
5863,3791,data,107.18,2022-07-28,01:17:28
5864,9647,call,478.87,2023-02-25,16:50:59
5865,4899,call,91.03,2022-02-17,19:42:49
5866,1019,data,379.05,2023-06-22,19:31:39
5867,389,data,702.75,2022-05-11,06:59:09
5868,3303,data,794.84,2023-11-12,11:20:28
5869,2442,SMS,155.91,2023-07-23,06:49:59
5870,6347,call,878.1,2023-09-11,16:51:21
5871,6420,data,8.04,2022-05-06,18:47:18
5872,2401,SMS,586.46,2022-07-11,00:50:46
5873,606,call,141.99,2022-07-28,06:39:35
5874,2355,data,706.17,2023-04-29,17:02:42
5875,7596,call,165.24,2023-02-08,19:20:00
5876,46,SMS,350.26,2022-01-27,10:22:11
5877,407,call,975.27,2022-07-16,23:25:46
5878,9654,data,459.28,2023-02-17,17:43:52
5879,5993,data,143.67,2022-01-20,02:22:03
5880,2302,data,722.31,2023-09-30,00:13:06
5881,6628,call,829.04,2022-08-20,18:08:03
5882,5754,call,897.18,2023-11-30,11:27:34
5883,3451,SMS,976.98,2022-01-04,16:42:44
5884,8176,SMS,487.4,2022-12-03,23:19:23
5885,1233,data,724.19,2022-07-13,04:14:32
5886,2214,data,150.34,2022-05-29,17:24:12
5887,7901,SMS,667.61,2023-07-07,01:20:45
5888,559,SMS,957.16,2022-12-22,13:10:48
5889,2047,SMS,306.99,2023-05-30,22:21:24
5890,4051,call,442.9,2022-03-03,17:50:44
5891,7191,call,835.22,2023-12-28,01:43:36
5892,2236,data,492.94,2022-04-03,06:05:20
5893,90,call,861.47,2022-12-14,07:45:51
5894,4152,call,218.06,2022-03-05,00:57:31
5895,7612,SMS,118.3,2023-03-09,22:23:11
5896,6998,data,761.53,2023-02-25,05:49:48
5897,5302,SMS,877.54,2023-09-30,14:35:14
5898,7354,call,32.8,2022-11-29,11:05:41
5899,8439,SMS,720.51,2022-08-04,20:11:35
5900,9967,call,74.62,2023-01-04,01:27:56
5901,204,call,479.98,2023-12-30,05:11:47
5902,6388,data,707.83,2022-02-01,18:45:41
5903,8051,call,755.15,2023-04-07,00:28:45
5904,9028,SMS,20.92,2022-09-23,11:09:55
5905,1055,call,10.81,2023-01-15,01:53:52
5906,3342,data,934.33,2023-03-02,03:01:50
5907,8418,data,284.53,2022-09-16,01:31:26
5908,8888,SMS,614.17,2022-08-29,14:50:03
5909,833,SMS,845.02,2022-02-11,16:56:30
5910,1826,data,618.77,2022-07-20,10:36:49
5911,5165,call,549.54,2023-05-20,04:22:56
5912,2950,data,670.74,2022-06-26,21:44:22
5913,2058,SMS,406.46,2023-01-28,10:21:00
5914,5912,data,248.38,2022-04-17,20:31:34
5915,1927,SMS,816.44,2023-08-23,03:15:58
5916,3361,data,502.05,2023-09-08,00:58:22
5917,6023,data,774.88,2023-03-24,19:20:54
5918,9146,SMS,502.7,2022-12-14,03:21:11
5919,1444,data,329.05,2023-06-26,17:01:47
5920,838,SMS,449.24,2023-10-22,04:09:04
5921,3809,call,882.97,2023-10-02,16:30:53
5922,1229,data,360.42,2022-11-02,12:11:52
5923,9483,call,469.9,2022-07-31,05:24:35
5924,3895,call,986.51,2022-05-07,07:01:37
5925,4177,call,196.93,2022-07-23,14:39:14
5926,1117,call,699.5,2023-07-28,10:46:58
5927,5401,call,28.97,2023-01-31,03:20:23
5928,4451,data,755.18,2022-01-21,03:54:18
5929,1689,data,252.79,2023-10-11,10:05:23
5930,1467,SMS,257.61,2023-05-03,20:39:32
5931,7765,call,208.88,2022-03-20,06:39:37
5932,2242,data,511.6,2023-08-31,02:18:05
5933,9910,data,490.6,2023-08-27,12:26:52
5934,7937,call,986.23,2023-06-13,22:16:04
5935,4346,data,754.5,2023-06-19,00:39:47
5936,9710,SMS,545.84,2023-05-21,12:14:58
5937,6568,call,281.39,2023-01-14,22:36:29
5938,7745,data,280.1,2022-08-07,20:41:28
5939,3615,data,897.84,2022-09-08,19:15:13
5940,566,SMS,402.6,2022-07-28,16:27:37
5941,4310,call,717.74,2022-03-29,22:49:07
5942,2440,SMS,198.2,2022-07-19,22:12:12
5943,7027,SMS,136.02,2023-08-18,15:13:14
5944,1979,data,962.49,2023-02-11,11:51:10
5945,2387,data,612.23,2023-03-14,21:14:35
5946,6934,SMS,703.41,2022-07-24,04:07:22
5947,1849,call,682.78,2022-04-19,08:42:09
5948,8177,data,802.42,2022-04-09,19:40:08
5949,780,data,533.95,2022-11-21,18:48:06
5950,2309,data,909.28,2022-08-20,00:13:36
5951,3036,data,64.89,2023-02-21,13:03:44
5952,6394,SMS,834.35,2022-12-14,14:18:31
5953,1314,call,539.88,2023-03-06,07:16:58
5954,6688,call,499.05,2022-08-13,15:08:21
5955,4780,call,662.58,2022-02-04,16:36:11
5956,4416,call,312.92,2023-07-13,19:01:02
5957,1998,call,528.01,2023-11-19,00:49:24
5958,5591,call,361.22,2022-11-24,08:53:52
5959,895,SMS,641.03,2023-10-02,01:05:18
5960,7415,call,605.24,2022-08-26,22:47:28
5961,2064,call,555.55,2022-01-25,11:08:21
5962,1615,SMS,659.47,2022-03-13,01:53:35
5963,5811,call,105.99,2022-11-27,06:15:52
5964,530,SMS,326.02,2022-11-14,02:50:20
5965,7921,data,683.96,2022-09-02,04:06:36
5966,1878,call,949.88,2023-01-22,10:13:21
5967,9492,call,705.67,2023-09-25,14:27:58
5968,6475,call,19.42,2022-03-19,20:48:15
5969,7245,SMS,321.31,2022-07-01,13:42:19
5970,8458,SMS,799.94,2023-01-16,20:17:53
5971,5308,data,510.12,2023-07-01,08:23:29
5972,7194,data,851.59,2023-09-16,20:19:59
5973,3676,SMS,416.66,2023-10-19,19:53:23
5974,6564,SMS,70.45,2022-01-27,03:27:09
5975,4714,call,242.76,2023-01-24,10:03:47
5976,3422,data,704.59,2023-08-27,03:17:21
5977,5125,call,438.93,2023-08-07,14:12:55
5978,6957,data,559.61,2023-05-21,19:53:23
5979,6080,SMS,408.52,2022-02-13,07:54:15
5980,4912,data,480.34,2023-11-13,20:59:55
5981,7929,call,127.48,2023-11-14,11:31:35
5982,1972,call,234.21,2022-01-20,20:13:35
5983,3183,call,403.8,2023-05-16,12:41:17
5984,5866,SMS,955.28,2023-05-25,13:06:38
5985,5052,call,665.23,2022-09-13,08:25:22
5986,1150,call,305.37,2023-11-28,11:43:40
5987,5514,call,12.52,2023-06-04,13:26:57
5988,7631,data,715.29,2023-10-31,04:18:52
5989,8179,SMS,581.42,2023-01-08,04:09:54
5990,1066,call,186.0,2023-12-21,05:01:44
5991,2142,data,616.2,2023-05-11,17:33:41
5992,1276,SMS,868.88,2022-02-11,14:48:55
5993,7411,SMS,559.3,2023-04-10,07:32:06
5994,2693,SMS,454.04,2022-08-22,21:29:41
5995,4566,call,239.54,2022-09-24,05:22:34
5996,1209,SMS,157.34,2022-09-08,18:46:01
5997,6547,call,468.77,2023-01-21,16:27:56
5998,4603,call,306.35,2022-06-04,09:29:05
5999,6868,SMS,394.08,2023-05-21,18:04:24
6000,4423,data,475.53,2022-07-17,11:36:08
6001,37,data,685.47,2023-07-31,00:26:10
6002,5312,call,2.52,2022-09-09,07:24:29
6003,9947,SMS,415.07,2023-03-09,14:20:02
6004,8298,SMS,91.12,2022-02-04,21:07:28
6005,6040,SMS,979.15,2023-10-21,12:26:16
6006,4063,call,648.08,2022-03-13,01:55:55
6007,6053,SMS,452.6,2022-07-04,16:42:23
6008,5137,call,700.09,2022-08-28,18:48:06
6009,6337,data,669.9,2022-08-06,01:12:07
6010,9159,data,653.32,2022-08-03,05:27:21
6011,6283,SMS,34.79,2022-07-22,17:56:59
6012,5349,SMS,87.99,2023-05-08,06:35:55
6013,4080,SMS,523.14,2022-02-22,02:00:40
6014,1501,data,237.79,2022-06-17,17:40:36
6015,2039,call,318.74,2022-05-27,01:30:57
6016,9476,call,43.88,2022-07-26,02:50:15
6017,3383,data,270.85,2022-01-30,00:14:56
6018,5963,data,837.73,2022-10-23,22:03:39
6019,7167,call,626.74,2023-01-23,22:32:31
6020,802,SMS,731.25,2022-02-17,15:11:15
6021,2737,data,176.14,2022-01-24,02:52:27
6022,2243,call,964.47,2022-12-18,01:53:28
6023,4757,SMS,830.4,2022-01-16,13:38:04
6024,2096,call,761.16,2022-09-26,02:08:39
6025,7569,data,648.28,2022-01-19,16:08:51
6026,4973,SMS,975.54,2023-01-03,17:26:18
6027,8958,call,205.18,2022-06-11,06:53:43
6028,7416,SMS,155.14,2022-11-21,16:13:34
6029,3301,SMS,223.6,2022-09-20,16:06:33
6030,3385,data,786.35,2022-09-10,05:04:03
6031,9391,data,196.55,2023-09-04,22:02:47
6032,3476,SMS,507.38,2023-06-29,20:21:52
6033,9083,SMS,172.34,2023-02-07,07:54:26
6034,6140,data,642.35,2023-12-29,21:55:54
6035,3809,call,751.48,2023-04-01,15:11:29
6036,7527,call,179.8,2023-05-30,13:38:12
6037,2868,data,162.97,2023-02-10,14:48:32
6038,2570,SMS,884.54,2023-10-25,03:50:29
6039,4533,SMS,611.18,2022-10-21,01:24:56
6040,8688,call,866.11,2023-08-14,22:58:49
6041,5954,data,610.77,2022-05-20,17:34:37
6042,3076,call,671.02,2023-09-07,00:18:28
6043,3285,data,765.75,2022-01-11,12:50:14
6044,8267,data,989.11,2022-10-29,06:42:14
6045,1996,call,653.32,2022-08-28,21:11:54
6046,4632,SMS,768.24,2023-01-05,05:27:48
6047,5881,data,621.88,2022-12-09,23:11:31
6048,7335,data,66.51,2022-01-08,19:49:42
6049,3161,SMS,730.08,2023-04-24,10:28:58
6050,2789,SMS,902.37,2023-09-17,08:44:30
6051,1597,data,849.68,2022-02-22,16:49:24
6052,9445,SMS,480.98,2022-03-12,14:06:08
6053,5830,SMS,357.81,2022-08-12,08:42:35
6054,1675,data,424.71,2022-08-12,08:29:50
6055,348,data,824.06,2023-11-02,19:04:16
6056,724,SMS,353.7,2023-03-08,09:52:14
6057,7167,SMS,975.54,2022-08-17,05:28:47
6058,554,call,654.73,2023-02-03,00:47:36
6059,4032,call,245.5,2023-05-24,19:05:13
6060,3243,call,237.47,2023-08-22,00:27:49
6061,6732,SMS,47.47,2023-12-27,10:44:53
6062,6215,call,34.61,2022-09-29,19:04:44
6063,4932,data,63.31,2022-02-05,02:04:18
6064,3011,call,140.48,2022-02-03,16:18:20
6065,2677,SMS,473.29,2023-09-14,18:17:59
6066,8812,call,722.4,2022-02-18,03:54:55
6067,1771,SMS,733.4,2022-09-02,12:51:04
6068,8216,call,826.88,2022-04-02,12:23:11
6069,9707,SMS,681.93,2023-03-12,02:32:56
6070,8011,data,846.16,2023-04-17,01:17:29
6071,3513,call,364.45,2023-08-13,12:09:37
6072,4421,data,327.24,2022-06-13,22:12:11
6073,7756,SMS,84.94,2022-11-07,08:35:56
6074,3831,data,353.64,2023-10-01,21:59:20
6075,7017,call,32.2,2023-01-14,01:06:28
6076,7831,data,894.54,2023-09-06,10:53:20
6077,8172,call,939.24,2022-08-23,04:03:55
6078,7035,SMS,594.07,2022-12-01,20:12:52
6079,8375,call,647.22,2022-12-10,09:19:53
6080,4395,data,371.05,2022-11-28,23:03:18
6081,7506,data,651.81,2023-12-12,04:52:33
6082,6580,data,283.82,2022-10-05,14:09:16
6083,113,call,445.42,2023-12-29,06:37:24
6084,4428,SMS,451.62,2022-10-19,04:10:28
6085,3253,call,20.22,2023-12-21,16:34:43
6086,1123,SMS,153.47,2023-08-08,07:36:45
6087,2661,call,105.25,2022-12-02,14:13:28
6088,7173,call,814.06,2022-10-09,00:56:32
6089,3247,call,785.69,2023-05-27,11:08:02
6090,10000,call,61.35,2022-01-23,17:19:49
6091,398,call,497.65,2022-01-28,05:03:09
6092,1228,data,878.47,2022-12-09,20:55:31
6093,4352,SMS,701.58,2023-10-15,12:43:57
6094,4948,call,864.19,2023-12-04,03:12:58
6095,1433,SMS,141.64,2022-08-08,12:28:39
6096,7584,call,428.52,2022-03-15,02:48:02
6097,4619,call,788.3,2023-11-10,10:00:47
6098,2175,call,718.91,2023-09-08,09:22:11
6099,8703,SMS,493.75,2022-01-20,21:26:27
6100,2534,call,701.54,2023-10-26,23:07:16
6101,136,call,116.55,2022-06-24,22:22:11
6102,3265,call,225.51,2022-03-09,04:41:58
6103,1876,call,65.77,2023-03-14,07:54:53
6104,9993,data,520.44,2022-02-15,05:27:10
6105,5414,call,127.99,2023-07-27,19:44:07
6106,5318,SMS,764.89,2022-05-25,01:27:44
6107,801,SMS,735.65,2023-10-05,16:15:28
6108,1805,data,260.82,2022-09-20,07:59:15
6109,417,SMS,126.29,2022-04-10,06:48:55
6110,268,call,623.03,2023-05-21,10:44:15
6111,5007,call,509.87,2023-09-22,08:29:22
6112,971,data,470.79,2022-05-01,06:35:11
6113,524,data,685.74,2022-10-22,00:42:17
6114,8986,SMS,182.83,2022-03-19,03:32:43
6115,7485,call,443.49,2023-07-21,01:37:58
6116,5251,data,605.36,2022-07-03,04:07:18
6117,9036,SMS,378.45,2022-03-28,08:21:05
6118,2803,SMS,651.82,2022-06-02,20:46:38
6119,2192,SMS,588.98,2023-07-05,19:19:20
6120,4152,SMS,16.28,2022-05-07,05:37:48
6121,7469,call,537.33,2022-10-22,16:04:11
6122,6309,call,562.08,2023-10-09,04:12:37
6123,88,call,475.61,2022-04-22,22:54:16
6124,7371,SMS,956.07,2022-02-02,11:55:30
6125,632,data,725.94,2022-04-30,20:07:37
6126,8643,call,303.73,2022-02-07,14:48:08
6127,807,data,786.68,2023-11-27,00:31:32
6128,5885,call,907.42,2023-10-09,09:32:19
6129,9598,SMS,328.63,2023-01-28,04:35:08
6130,1034,data,5.15,2022-03-04,07:30:58
6131,5313,call,902.66,2023-09-12,05:23:51
6132,9159,data,4.54,2022-03-12,10:02:34
6133,3997,data,411.23,2022-10-26,10:05:38
6134,3694,data,845.97,2023-02-02,20:58:36
6135,712,SMS,187.29,2022-11-08,09:32:03
6136,9572,SMS,45.47,2023-08-25,14:52:40
6137,3265,SMS,770.48,2023-01-25,12:08:11
6138,119,call,133.63,2022-04-02,10:40:24
6139,3367,data,597.02,2023-03-24,17:41:21
6140,5039,SMS,35.79,2022-03-15,03:32:40
6141,7376,call,43.63,2023-01-05,10:16:14
6142,506,SMS,936.15,2023-03-26,02:25:52
6143,671,call,215.77,2023-10-04,22:02:24
6144,5497,call,59.54,2022-07-25,18:13:42
6145,5914,call,808.82,2022-09-10,07:28:12
6146,1917,data,429.99,2022-01-25,11:15:25
6147,2220,SMS,284.89,2022-01-28,12:42:02
6148,6446,call,963.28,2022-08-31,05:10:14
6149,1594,data,440.78,2022-01-12,03:38:59
6150,1081,call,594.27,2023-07-09,17:02:16
6151,3151,data,178.13,2023-12-19,11:47:34
6152,2846,data,884.35,2023-11-16,15:29:49
6153,6000,data,145.45,2023-11-13,20:52:39
6154,5179,call,691.71,2022-04-16,09:22:35
6155,5512,data,178.92,2023-06-27,09:30:15
6156,4655,data,598.49,2023-08-12,18:01:28
6157,595,data,545.05,2022-01-06,14:29:27
6158,1817,SMS,678.83,2023-08-12,05:30:41
6159,9279,SMS,707.7,2023-12-05,23:02:31
6160,9178,SMS,745.91,2022-01-04,06:23:30
6161,6046,call,369.79,2023-06-03,06:22:18
6162,3468,SMS,538.86,2022-05-25,03:46:55
6163,6336,call,383.46,2022-03-21,03:58:49
6164,4039,data,224.25,2023-04-07,00:22:09
6165,6181,SMS,623.18,2022-08-22,02:48:26
6166,8189,SMS,155.83,2023-03-03,11:11:41
6167,2260,SMS,308.08,2023-10-08,02:46:19
6168,9163,SMS,557.47,2023-09-21,03:05:08
6169,7794,data,750.28,2022-12-26,19:54:20
6170,2878,call,240.47,2022-08-23,22:52:40
6171,8212,call,717.58,2023-01-30,08:26:39
6172,2535,SMS,552.2,2023-03-17,00:09:48
6173,9694,data,867.02,2022-07-28,21:00:20
6174,6770,SMS,998.29,2023-03-21,06:27:33
6175,7710,call,209.89,2023-04-10,05:09:33
6176,2059,call,542.07,2023-03-21,11:19:19
6177,6617,data,171.9,2023-04-22,02:22:13
6178,5235,SMS,474.01,2022-12-15,16:30:24
6179,8009,SMS,740.58,2023-06-13,04:43:26
6180,851,data,268.13,2022-11-10,21:58:21
6181,724,call,728.19,2023-08-01,03:26:01
6182,9606,data,679.32,2022-11-25,18:17:53
6183,7659,call,299.1,2023-05-12,14:58:34
6184,4109,call,603.18,2022-03-25,18:24:18
6185,2075,call,294.94,2023-01-01,21:07:51
6186,5584,call,800.69,2023-04-15,03:59:05
6187,8432,SMS,916.39,2023-11-29,14:20:18
6188,7439,SMS,206.17,2022-03-30,22:53:50
6189,499,SMS,588.7,2022-05-12,01:31:41
6190,1640,call,652.1,2023-10-13,21:40:32
6191,9170,SMS,362.05,2023-08-01,09:16:47
6192,8884,data,803.02,2023-07-09,08:11:32
6193,4529,data,140.83,2023-07-20,01:20:27
6194,2931,data,323.21,2023-12-09,18:05:45
6195,3355,data,259.96,2023-10-31,13:33:39
6196,4603,data,926.87,2023-03-02,14:44:15
6197,3910,data,919.18,2022-06-12,04:30:47
6198,782,data,937.85,2022-07-16,11:08:55
6199,415,call,501.35,2022-05-25,18:55:23
6200,5598,data,625.54,2023-10-13,11:12:01
6201,1759,data,638.97,2023-02-13,16:07:58
6202,1527,data,64.79,2022-08-24,20:51:13
6203,9580,SMS,182.1,2023-02-23,03:44:27
6204,7319,data,363.47,2023-11-06,07:14:17
6205,1855,data,441.87,2023-09-13,07:36:37
6206,9063,SMS,431.97,2023-01-24,13:21:46
6207,7429,data,668.87,2022-03-28,08:39:16
6208,747,call,110.69,2022-03-30,02:48:47
6209,7742,SMS,902.09,2022-03-12,07:34:17
6210,2973,SMS,728.3,2022-11-19,14:07:52
6211,21,call,214.17,2023-09-18,01:43:22
6212,857,call,747.86,2023-01-02,10:34:55
6213,4713,data,740.23,2022-03-03,03:59:12
6214,6173,SMS,971.55,2023-09-21,09:49:01
6215,6934,call,814.17,2023-09-22,09:13:53
6216,4250,call,414.16,2022-11-15,22:32:18
6217,2507,SMS,506.25,2023-10-19,21:57:01
6218,4134,call,749.93,2023-08-28,00:50:40
6219,984,call,807.7,2022-07-05,06:09:18
6220,3806,call,225.06,2022-03-22,10:49:54
6221,3466,data,981.46,2023-08-08,22:51:47
6222,132,data,437.69,2023-09-09,11:49:14
6223,7282,data,59.49,2023-06-27,08:51:18
6224,1535,data,197.96,2023-02-18,01:15:46
6225,8300,call,989.49,2022-10-11,11:32:12
6226,4746,call,437.87,2022-02-07,08:28:05
6227,3321,call,919.09,2023-10-29,12:40:10
6228,9620,SMS,260.58,2022-01-15,13:44:37
6229,628,SMS,863.39,2022-07-30,18:48:54
6230,6664,data,437.22,2023-10-17,20:44:35
6231,9609,SMS,20.96,2022-10-21,02:36:54
6232,5912,data,677.49,2022-09-26,10:18:16
6233,8640,SMS,449.59,2023-02-27,07:01:00
6234,5802,SMS,709.44,2022-07-24,16:31:04
6235,7566,data,440.15,2022-09-09,18:00:36
6236,6739,call,666.36,2023-01-19,00:53:36
6237,2903,SMS,280.88,2023-07-09,03:06:35
6238,1236,data,899.48,2022-03-20,10:02:38
6239,9828,data,471.97,2022-03-13,04:17:57
6240,3598,SMS,853.13,2022-01-12,11:37:02
6241,486,SMS,877.99,2023-06-01,01:44:29
6242,5853,SMS,733.17,2023-02-23,03:49:10
6243,7876,SMS,572.91,2022-03-13,03:52:44
6244,4836,call,794.05,2023-10-21,16:42:12
6245,5563,call,520.78,2022-03-19,01:37:43
6246,9273,data,869.02,2023-09-13,06:36:38
6247,1943,data,8.51,2022-01-17,21:39:15
6248,2212,call,164.9,2023-11-01,10:29:14
6249,7337,call,237.35,2022-11-15,13:47:14
6250,130,data,624.34,2023-04-13,20:09:52
6251,5319,call,667.27,2022-09-17,16:13:03
6252,578,call,92.59,2023-09-08,21:44:30
6253,1551,data,917.67,2023-10-21,00:40:47
6254,2231,SMS,159.62,2022-07-09,22:14:35
6255,3976,SMS,764.03,2022-11-21,14:30:34
6256,206,call,760.47,2022-07-23,09:09:17
6257,1508,call,499.19,2023-02-07,12:08:48
6258,676,data,126.63,2023-11-10,14:08:36
6259,7809,SMS,809.01,2022-06-28,06:27:32
6260,1187,SMS,644.81,2023-06-13,11:33:39
6261,6964,SMS,954.52,2023-12-17,13:21:51
6262,3933,call,728.04,2023-03-21,19:27:46
6263,6197,data,149.21,2023-08-31,10:05:34
6264,5637,call,691.8,2023-04-10,01:35:43
6265,8221,SMS,171.21,2023-05-17,12:13:39
6266,8964,call,380.15,2022-07-29,05:49:53
6267,4091,call,734.54,2023-01-22,22:14:42
6268,3370,call,388.15,2022-11-25,14:52:03
6269,6459,call,337.8,2022-10-17,05:36:13
6270,7380,SMS,966.84,2022-01-11,10:55:45
6271,1798,data,991.47,2022-01-20,15:10:02
6272,114,SMS,665.82,2022-02-18,19:00:55
6273,4683,data,30.05,2022-09-30,12:09:15
6274,9478,SMS,634.18,2023-10-11,08:16:54
6275,8034,call,446.28,2022-05-16,14:15:06
6276,912,SMS,330.21,2023-02-03,23:03:56
6277,9466,call,389.9,2023-10-15,23:25:42
6278,5647,data,626.87,2022-07-06,14:47:06
6279,3177,call,316.6,2022-03-16,13:44:20
6280,6226,data,438.52,2023-02-04,14:39:26
6281,2352,SMS,320.33,2022-08-06,21:19:02
6282,7733,data,943.32,2022-03-15,00:37:12
6283,2444,data,859.67,2022-01-20,14:21:03
6284,3416,SMS,157.29,2023-11-19,22:12:49
6285,4095,SMS,118.63,2023-11-23,09:05:46
6286,1170,call,311.04,2022-10-08,12:13:54
6287,1971,data,739.58,2022-02-09,18:24:01
6288,539,data,242.33,2023-05-10,14:28:35
6289,748,call,494.86,2023-05-24,08:39:27
6290,568,call,563.87,2023-06-27,07:24:22
6291,1534,data,921.53,2023-04-19,05:08:04
6292,3209,SMS,986.15,2022-04-10,07:52:14
6293,8006,data,274.78,2023-03-23,00:59:10
6294,6871,SMS,106.56,2022-08-15,10:58:26
6295,7370,call,638.88,2022-08-30,12:03:12
6296,595,call,760.12,2022-03-16,02:31:43
6297,3064,SMS,504.23,2023-02-21,11:57:38
6298,4693,SMS,975.32,2023-08-26,21:22:09
6299,6526,call,476.09,2022-04-24,10:00:05
6300,2494,data,831.03,2022-12-08,03:15:58
6301,3102,data,764.21,2023-11-09,19:09:37
6302,1797,call,148.56,2022-10-15,17:26:53
6303,8422,data,672.68,2023-06-02,18:58:09
6304,1847,SMS,213.8,2023-02-27,22:06:40
6305,1344,SMS,63.54,2022-08-20,23:46:31
6306,2934,call,881.21,2023-02-08,02:24:42
6307,9959,SMS,909.7,2022-06-13,09:00:54
6308,8083,data,9.09,2023-11-16,18:02:08
6309,5463,call,172.15,2023-06-11,05:32:44
6310,1914,data,726.27,2023-04-04,02:27:41
6311,9104,SMS,289.96,2022-12-13,05:52:11
6312,3358,data,692.67,2023-09-20,14:51:09
6313,9189,data,420.7,2022-02-01,22:55:19
6314,9351,call,466.92,2022-07-28,15:06:35
6315,166,data,878.5,2023-05-01,20:11:07
6316,2252,SMS,716.86,2023-11-05,22:29:25
6317,7964,data,230.03,2023-08-31,22:52:32
6318,3242,SMS,841.72,2022-03-25,22:23:31
6319,9469,call,619.89,2022-03-01,23:02:29
6320,5393,data,142.44,2023-06-16,12:45:06
6321,2286,call,129.44,2022-01-30,16:43:10
6322,9613,data,505.57,2023-07-02,22:45:25
6323,8042,call,913.05,2022-10-15,13:39:35
6324,2796,SMS,341.82,2023-09-02,05:14:56
6325,5259,SMS,714.63,2023-04-04,15:20:24
6326,2148,SMS,33.45,2022-11-03,20:36:21
6327,2937,data,334.83,2023-09-23,01:27:29
6328,572,SMS,166.23,2022-01-27,21:07:45
6329,4499,SMS,895.51,2022-09-18,02:33:56
6330,3566,data,567.6,2022-07-16,19:32:51
6331,1753,SMS,154.1,2022-03-22,14:31:44
6332,1225,call,336.42,2022-09-16,18:20:07
6333,5814,call,639.22,2022-08-07,21:55:23
6334,9582,call,560.07,2023-07-16,00:54:34
6335,8567,data,114.09,2022-06-04,17:46:46
6336,7743,data,389.26,2023-04-09,22:52:31
6337,5038,call,514.26,2022-10-26,15:26:09
6338,5753,data,425.57,2022-07-12,21:50:27
6339,3238,call,347.24,2023-08-09,06:56:08
6340,7533,data,217.34,2022-02-12,18:36:05
6341,5687,data,477.65,2022-10-31,05:34:22
