billing_id,customer_id,billing_amount,billing_date,due_date,payment_status,plan_type,latest_billed_date
5193,5193,124.3,2022-05-05,2023-01-20,Paid,Premium,2023-12-24
5194,5194,40.08,2022-03-02,2023-09-06,Paid,Unlimited,2023-03-15
5195,5195,88.3,2023-08-03,2023-01-31,Paid,Unlimited,2023-01-31
5196,5196,33.36,2023-01-24,2022-12-12,Paid,Unlimited,2023-09-24
5197,5197,131.66,2023-08-08,2023-02-26,Due,Unlimited,2023-05-15
5198,5198,41.89,2023-05-23,2023-10-29,Paid,Basic,2023-06-29
5199,5199,79.91,2023-11-09,2023-03-11,Due,Unlimited,2023-09-23
5200,5200,104.23,2023-03-12,2023-08-26,Due,Premium,2023-01-12
5201,5201,131.25,2023-03-26,2023-12-18,Paid,Unlimited,2023-03-12
5202,5202,129.98,2023-02-06,2022-03-17,Paid,Premium,2023-10-18
5203,5203,159.64,2022-09-15,2022-01-24,Paid,Unlimited,2023-07-08
5204,5204,195.4,2022-01-26,2022-10-12,Paid,Unlimited,2023-04-20
5205,5205,129.73,2023-05-10,2023-07-02,Due,Unlimited,2023-04-30
5206,5206,108.73,2022-05-23,2022-04-16,Due,Basic,2023-03-30
5207,5207,49.87,2022-05-11,2022-12-23,Paid,Premium,2023-01-15
5208,5208,53.22,2022-08-25,2022-02-10,Paid,Unlimited,2023-04-14
5209,5209,138.77,2023-12-03,2022-12-11,Paid,Basic,2023-01-03
5210,5210,172.46,2022-12-18,2023-05-23,Due,Basic,2023-12-08
5211,5211,116.91,2022-06-25,2022-12-01,Paid,Basic,2023-01-04
5212,5212,126.78,2023-10-23,2022-11-10,Due,Premium,2023-06-14
5213,5213,95.18,2022-04-08,2023-07-19,Paid,Premium,2023-11-16
5214,5214,133.98,2022-10-19,2023-06-06,Due,Premium,2023-02-19
5215,5215,52.57,2023-09-25,2023-04-17,Due,Unlimited,2023-01-06
5216,5216,133.72,2023-01-10,2022-04-09,Paid,Basic,2023-05-22
5217,5217,155.38,2022-05-22,2022-07-08,Due,Basic,2023-09-20
5218,5218,31.6,2023-04-24,2023-06-26,Due,Premium,2023-01-13
5219,5219,74.91,2023-10-03,2023-01-01,Paid,Premium,2023-12-05
5220,5220,184.27,2023-08-13,2023-06-07,Due,Unlimited,2023-07-19
5221,5221,193.92,2022-05-19,2023-02-17,Due,Unlimited,2023-11-29
5222,5222,54.39,2022-09-25,2022-08-06,Due,Premium,2023-10-01
5223,5223,81.0,2022-12-09,2023-10-09,Paid,Basic,2023-09-11
5224,5224,118.34,2022-11-24,2022-04-30,Due,Premium,2023-07-28
5225,5225,99.5,2022-06-08,2022-08-30,Due,Unlimited,2023-08-13
5226,5226,102.4,2023-04-16,2023-11-24,Due,Unlimited,2023-07-04
5227,5227,29.58,2022-11-14,2023-01-04,Paid,Basic,2023-01-28
5228,5228,111.17,2023-04-23,2023-06-27,Due,Premium,2023-05-04
5229,5229,62.78,2022-02-09,2022-12-15,Due,Basic,2023-07-09
5230,5230,155.81,2022-03-02,2023-07-23,Paid,Unlimited,2023-09-02
5231,5231,85.22,2023-09-12,2023-03-31,Due,Unlimited,2023-02-19
5232,5232,88.28,2023-02-18,2022-05-08,Paid,Basic,2023-11-24
5233,5233,60.16,2023-10-28,2022-03-31,Due,Basic,2023-09-30
5234,5234,27.76,2023-09-15,2023-11-29,Due,Premium,2023-03-09
5235,5235,46.93,2023-09-01,2023-11-04,Paid,Premium,2023-08-24
5236,5236,57.03,2022-08-16,2023-07-11,Due,Basic,2023-09-19
5237,5237,66.4,2022-09-20,2023-10-29,Due,Basic,2023-11-14
5238,5238,103.24,2023-09-27,2022-04-16,Paid,Premium,2023-12-30
5239,5239,144.4,2022-09-29,2023-04-15,Due,Basic,2023-05-16
5240,5240,64.49,2023-09-12,2024-01-10,Paid,Unlimited,2023-11-21
5241,5241,126.26,2023-06-19,2023-05-30,Paid,Premium,2023-09-28
5242,5242,137.43,2023-11-11,2023-06-25,Paid,Premium,2023-01-06
5243,5243,46.08,2022-12-30,2022-05-12,Due,Basic,2023-11-21
5244,5244,100.7,2023-07-29,2023-01-26,Due,Unlimited,2023-12-09
5245,5245,183.23,2022-07-25,2023-05-02,Due,Unlimited,2023-12-21
5246,5246,157.05,2023-09-20,2023-12-19,Due,Unlimited,2023-05-19
5247,5247,54.71,2022-05-03,2023-04-19,Due,Premium,2023-01-15
5248,5248,111.0,2022-10-01,2023-08-20,Due,Basic,2023-11-13
5249,5249,54.98,2023-03-12,2022-03-23,Paid,Basic,2023-05-30
5250,5250,76.89,2023-08-05,2022-02-27,Paid,Unlimited,2023-09-10
5251,5251,33.53,2023-11-09,2023-09-20,Paid,Basic,2023-11-11
5252,5252,141.93,2022-12-06,2023-05-19,Paid,Basic,2023-12-17
5253,5253,162.94,2023-12-27,2022-11-11,Due,Premium,2023-12-18
5254,5254,174.11,2022-08-29,2022-05-31,Paid,Premium,2023-08-10
5255,5255,83.81,2023-12-11,2022-05-29,Due,Premium,2023-11-04
5256,5256,140.22,2023-05-31,2023-10-10,Due,Basic,2023-10-16
5257,5257,161.91,2022-02-28,2023-04-09,Paid,Premium,2023-06-20
5258,5258,71.41,2023-07-02,2022-07-22,Due,Premium,2023-02-11
5259,5259,154.94,2023-05-27,2023-06-15,Paid,Basic,2023-08-18
5260,5260,82.07,2022-06-15,2023-01-15,Paid,Basic,2023-04-29
5261,5261,47.37,2022-05-28,2022-10-07,Paid,Unlimited,2023-12-23
5262,5262,59.25,2023-09-11,2023-03-04,Due,Unlimited,2023-11-09
5263,5263,36.42,2022-10-01,2022-12-04,Paid,Premium,2023-09-26
5264,5264,92.25,2022-11-29,2022-04-02,Paid,Premium,2023-12-25
5265,5265,79.26,2022-01-13,2022-03-31,Due,Premium,2023-06-13
5266,5266,185.5,2022-12-23,2023-02-09,Paid,Premium,2023-03-06
5267,5267,92.38,2022-06-17,2023-03-24,Paid,Unlimited,2023-09-10
5268,5268,117.63,2023-09-25,2024-01-14,Due,Premium,2023-06-30
5269,5269,155.97,2022-06-05,2023-08-23,Due,Unlimited,2023-09-29
5270,5270,41.26,2022-05-30,2023-09-08,Paid,Basic,2023-07-10
5271,5271,100.85,2022-03-09,2022-12-17,Paid,Unlimited,2023-02-10
5272,5272,174.3,2022-10-09,2022-10-22,Due,Premium,2023-03-03
5273,5273,78.63,2022-07-27,2023-05-28,Due,Premium,2023-06-17
5274,5274,155.16,2022-08-11,2022-07-17,Paid,Unlimited,2023-06-01
5275,5275,68.9,2023-08-30,2023-08-10,Paid,Premium,2023-05-19
5276,5276,86.36,2022-09-18,2022-03-09,Paid,Basic,2023-12-25
5277,5277,162.96,2023-06-10,2023-05-18,Paid,Basic,2023-06-20
5278,5278,167.32,2022-11-18,2022-09-09,Due,Unlimited,2023-04-28
5279,5279,38.1,2023-09-19,2023-07-16,Paid,Premium,2023-05-28
5280,5280,81.25,2022-06-27,2023-12-31,Due,Premium,2023-02-10
5281,5281,45.54,2022-07-15,2022-09-11,Due,Premium,2023-04-24
5282,5282,91.22,2023-08-02,2023-11-19,Due,Premium,2023-08-17
5283,5283,192.31,2022-05-24,2022-03-08,Paid,Premium,2023-10-15
5284,5284,196.35,2023-07-12,2023-04-26,Paid,Premium,2023-01-19
5285,5285,42.47,2022-03-09,2023-06-21,Due,Unlimited,2023-01-09
5286,5286,92.72,2023-02-14,2022-10-09,Paid,Basic,2023-06-30
5287,5287,126.37,2023-11-03,2022-02-23,Paid,Basic,2023-01-27
5288,5288,167.05,2022-08-30,2023-09-13,Due,Basic,2023-02-24
5289,5289,102.05,2022-09-30,2022-07-14,Due,Unlimited,2023-02-26
5290,5290,41.74,2023-05-19,2023-03-29,Due,Unlimited,2023-05-13
5291,5291,40.2,2023-11-26,2022-08-30,Paid,Unlimited,2023-05-25
5292,5292,108.8,2022-04-21,2023-10-17,Paid,Basic,2023-07-21
5293,5293,25.44,2022-06-04,2022-05-02,Due,Premium,2023-05-29
5294,5294,51.71,2022-03-19,2023-07-18,Due,Basic,2023-11-04
5295,5295,121.86,2022-11-15,2022-06-25,Paid,Premium,2023-05-27
5296,5296,119.2,2023-12-29,2022-09-30,Due,Basic,2023-12-04
5297,5297,127.08,2022-10-07,2023-06-13,Due,Unlimited,2023-10-06
5298,5298,115.68,2022-12-17,2022-04-10,Paid,Premium,2023-06-17
5299,5299,89.33,2022-10-13,2023-09-13,Due,Unlimited,2023-11-13
5300,5300,42.55,2023-07-04,2022-03-24,Paid,Unlimited,2023-12-14
5301,5301,96.03,2022-07-27,2023-04-07,Due,Unlimited,2023-08-14
5302,5302,117.57,2023-03-10,2022-06-23,Due,Basic,2023-09-03
5303,5303,177.89,2023-04-23,2022-10-16,Due,Unlimited,2023-08-20
5304,5304,108.56,2022-08-29,2023-03-11,Due,Premium,2023-09-17
5305,5305,76.13,2023-03-22,2023-05-23,Paid,Unlimited,2023-05-16
5306,5306,135.42,2023-05-04,2022-05-20,Paid,Unlimited,2023-07-07
5307,5307,182.28,2023-03-05,2022-09-18,Paid,Unlimited,2023-09-12
5308,5308,22.01,2022-08-13,2023-11-08,Due,Premium,2023-01-07
5309,5309,137.9,2023-11-17,2022-02-27,Due,Unlimited,2023-05-07
5310,5310,170.22,2023-10-11,2023-10-01,Due,Unlimited,2023-03-12
5311,5311,149.28,2023-05-06,2024-01-03,Paid,Basic,2023-05-06
5312,5312,139.94,2022-05-18,2023-02-14,Due,Unlimited,2023-11-08
5313,5313,174.8,2022-05-05,2022-12-02,Paid,Unlimited,2023-06-14
5314,5314,172.15,2023-03-18,2023-02-02,Due,Premium,2023-01-25
5315,5315,130.59,2022-04-23,2022-03-20,Due,Premium,2023-10-26
5316,5316,31.0,2023-07-11,2023-09-08,Due,Unlimited,2023-05-26
5317,5317,61.85,2022-05-05,2023-03-10,Due,Unlimited,2023-02-18
5318,5318,107.37,2023-07-28,2023-10-06,Due,Unlimited,2023-02-21
5319,5319,86.77,2022-12-08,2022-04-04,Due,Premium,2023-01-06
5320,5320,62.55,2022-05-30,2024-01-03,Paid,Basic,2023-08-23
5321,5321,181.82,2023-05-19,2022-01-27,Due,Basic,2023-07-26
5322,5322,95.72,2023-08-12,2023-01-04,Due,Basic,2023-07-18
5323,5323,64.43,2023-03-09,2023-03-04,Paid,Basic,2023-04-23
5324,5324,157.11,2023-05-02,2022-06-20,Due,Premium,2023-12-29
5325,5325,62.15,2022-01-29,2022-02-03,Paid,Unlimited,2023-10-24
5326,5326,38.0,2022-10-01,2023-03-09,Due,Basic,2023-10-25
5327,5327,148.92,2023-05-12,2022-09-07,Due,Premium,2023-10-13
5328,5328,98.96,2023-11-30,2022-10-06,Due,Unlimited,2023-10-21
5329,5329,115.65,2023-05-31,2023-02-24,Paid,Basic,2023-05-12
5330,5330,194.27,2022-03-27,2023-07-26,Due,Basic,2023-09-26
5331,5331,139.53,2023-02-09,2023-10-24,Paid,Unlimited,2023-09-13
5332,5332,104.69,2022-07-27,2022-06-16,Paid,Unlimited,2023-08-20
5333,5333,112.94,2023-02-16,2022-05-24,Paid,Unlimited,2023-07-08
5334,5334,115.97,2023-11-11,2023-01-08,Due,Basic,2023-04-19
5335,5335,60.9,2022-02-12,2022-07-25,Paid,Basic,2023-06-07
5336,5336,154.61,2022-09-25,2023-02-04,Paid,Basic,2023-02-06
5337,5337,20.92,2022-04-26,2022-03-23,Paid,Basic,2023-10-04
5338,5338,127.99,2022-11-12,2022-04-19,Paid,Unlimited,2023-05-12
5339,5339,147.9,2023-11-15,2023-12-02,Paid,Unlimited,2023-02-23
5340,5340,149.94,2022-08-25,2022-06-16,Paid,Unlimited,2023-05-29
5341,5341,35.69,2023-11-12,2023-05-04,Paid,Unlimited,2023-01-29
5342,5342,156.29,2023-11-09,2022-10-07,Paid,Premium,2023-03-28
5343,5343,148.94,2023-10-12,2022-08-07,Paid,Premium,2023-01-07
5344,5344,153.4,2023-03-28,2023-11-28,Paid,Basic,2023-07-06
5345,5345,136.69,2022-10-19,2022-06-12,Due,Premium,2023-11-16
5346,5346,113.63,2023-10-31,2022-08-11,Due,Unlimited,2023-10-20
5347,5347,26.58,2022-08-05,2022-06-19,Due,Basic,2023-08-29
5348,5348,157.46,2023-03-24,2023-02-13,Due,Unlimited,2023-06-11
5349,5349,85.24,2022-11-05,2022-10-27,Due,Premium,2023-10-08
5350,5350,54.99,2022-05-01,2023-09-16,Paid,Premium,2023-01-13
5351,5351,198.93,2023-08-14,2022-10-11,Due,Unlimited,2023-05-04
5352,5352,82.83,2023-03-25,2023-11-17,Paid,Unlimited,2023-04-10
5353,5353,36.09,2023-04-25,2022-07-06,Due,Premium,2023-02-14
5354,5354,148.31,2023-11-22,2023-09-30,Paid,Basic,2023-11-03
5355,5355,95.31,2023-07-26,2023-02-22,Due,Unlimited,2023-03-06
5356,5356,103.3,2023-06-12,2023-09-11,Paid,Basic,2023-04-22
5357,5357,42.71,2023-01-22,2022-03-05,Paid,Premium,2023-10-06
5358,5358,188.93,2023-11-15,2023-09-07,Paid,Premium,2023-08-20
5359,5359,40.65,2022-02-08,2023-05-29,Due,Basic,2023-06-02
5360,5360,75.86,2022-04-27,2023-08-08,Due,Basic,2023-01-02
5361,5361,121.89,2023-04-21,2023-04-04,Due,Basic,2023-05-02
5362,5362,74.11,2023-11-22,2022-04-01,Due,Basic,2023-03-07
5363,5363,85.16,2022-02-24,2022-07-01,Due,Basic,2023-04-03
5364,5364,129.01,2023-06-29,2022-09-21,Due,Basic,2023-12-13
5365,5365,61.07,2023-01-04,2022-07-29,Paid,Premium,2023-03-11
5366,5366,193.77,2023-05-01,2022-09-23,Due,Basic,2023-07-12
5367,5367,86.96,2022-05-24,2022-10-11,Paid,Basic,2023-03-16
5368,5368,102.14,2023-03-12,2023-01-04,Due,Unlimited,2023-01-02
5369,5369,177.29,2022-08-26,2022-12-10,Paid,Basic,2023-07-05
5370,5370,27.81,2022-04-08,2022-11-01,Paid,Basic,2023-02-17
5371,5371,115.55,2022-02-04,2023-09-22,Paid,Premium,2023-03-31
5372,5372,168.62,2023-06-29,2022-11-27,Due,Basic,2023-02-26
5373,5373,144.58,2022-08-20,2022-07-27,Due,Premium,2023-02-02
5374,5374,36.67,2022-01-28,2023-12-05,Paid,Premium,2023-07-17
5375,5375,53.09,2023-03-26,2023-01-15,Paid,Unlimited,2023-09-22
5376,5376,126.78,2023-07-20,2022-10-27,Due,Basic,2023-11-20
5377,5377,107.11,2023-07-13,2023-01-01,Due,Unlimited,2023-09-18
5378,5378,86.31,2023-09-03,2023-04-13,Paid,Basic,2023-04-09
5379,5379,83.79,2023-02-07,2022-04-07,Paid,Basic,2023-02-05
5380,5380,54.09,2022-05-08,2022-12-01,Paid,Basic,2023-08-17
5381,5381,111.41,2022-05-31,2022-08-11,Paid,Unlimited,2023-09-21
5382,5382,139.69,2022-07-07,2023-04-09,Paid,Premium,2023-06-10
5383,5383,112.6,2023-10-04,2023-06-08,Paid,Unlimited,2023-10-15
5384,5384,150.44,2023-12-03,2023-04-27,Due,Basic,2023-07-05
5385,5385,68.26,2022-03-31,2022-08-13,Due,Premium,2023-06-13
5386,5386,152.84,2023-05-29,2022-04-09,Paid,Basic,2023-06-12
5387,5387,149.91,2022-09-20,2023-06-02,Paid,Unlimited,2023-04-01
5388,5388,136.74,2023-12-04,2023-07-17,Paid,Premium,2023-09-14
5389,5389,112.2,2023-02-14,2023-06-15,Due,Premium,2023-02-28
5390,5390,117.39,2023-01-23,2022-05-10,Paid,Premium,2023-09-02
5391,5391,68.01,2022-01-15,2022-09-10,Due,Basic,2023-04-01
5392,5392,62.01,2022-03-06,2022-04-09,Due,Unlimited,2023-07-10
5393,5393,41.4,2022-11-24,2022-12-06,Due,Premium,2023-08-05
5394,5394,87.81,2023-02-25,2023-02-19,Due,Basic,2023-05-31
5395,5395,142.04,2023-06-18,2023-12-12,Due,Premium,2023-10-10
5396,5396,155.81,2022-04-24,2022-04-08,Due,Premium,2023-04-03
5397,5397,21.28,2022-03-30,2023-09-08,Paid,Basic,2023-11-03
5398,5398,113.47,2022-11-17,2023-06-07,Paid,Basic,2023-04-26
5399,5399,148.97,2023-08-21,2022-08-03,Due,Unlimited,2023-07-06
5400,5400,169.7,2022-02-19,2023-01-19,Paid,Basic,2023-09-12
5401,5401,134.95,2023-10-30,2023-03-12,Due,Premium,2023-06-15
5402,5402,136.71,2022-11-14,2023-03-12,Due,Basic,2023-06-05
5403,5403,48.9,2022-11-11,2022-12-15,Due,Unlimited,2023-12-18
5404,5404,61.63,2022-03-17,2022-08-03,Paid,Basic,2023-12-24
5405,5405,117.35,2022-10-06,2022-10-28,Due,Unlimited,2023-08-22
5406,5406,89.49,2023-06-07,2023-07-08,Due,Unlimited,2023-09-20
5407,5407,108.39,2022-07-21,2022-03-18,Due,Premium,2023-01-18
5408,5408,91.92,2023-06-17,2022-02-05,Paid,Premium,2023-05-29
5409,5409,156.58,2022-02-09,2023-03-04,Due,Premium,2023-07-03
5410,5410,163.8,2023-06-11,2023-07-14,Due,Unlimited,2023-04-07
5411,5411,55.28,2022-03-01,2022-03-15,Due,Premium,2023-07-26
5412,5412,77.39,2022-12-18,2022-08-26,Due,Basic,2023-02-13
5413,5413,32.84,2023-06-11,2023-04-03,Due,Premium,2023-02-22
5414,5414,53.7,2022-04-24,2023-09-28,Due,Unlimited,2023-08-04
5415,5415,184.52,2023-11-14,2023-11-21,Paid,Unlimited,2023-12-29
5416,5416,31.99,2023-04-19,2023-01-02,Paid,Unlimited,2023-08-31
5417,5417,72.74,2022-03-24,2023-02-02,Paid,Basic,2023-05-14
5418,5418,54.89,2022-01-13,2022-11-16,Due,Basic,2023-03-23
5419,5419,108.32,2023-07-13,2023-06-25,Due,Basic,2023-12-27
5420,5420,99.8,2023-10-24,2023-12-11,Due,Unlimited,2023-06-04
5421,5421,71.16,2023-09-01,2023-08-07,Due,Basic,2023-10-24
5422,5422,143.66,2023-11-27,2022-08-28,Due,Basic,2023-11-17
5423,5423,172.62,2023-05-18,2022-01-18,Due,Premium,2023-03-26
5424,5424,182.87,2022-01-12,2023-04-20,Due,Basic,2023-07-31
5425,5425,172.41,2023-12-20,2023-08-09,Paid,Basic,2023-03-22
5426,5426,64.38,2023-06-12,2023-07-06,Due,Basic,2023-10-20
5427,5427,147.41,2022-04-07,2023-11-16,Paid,Premium,2023-08-22
5428,5428,77.35,2023-04-17,2023-11-19,Due,Unlimited,2023-10-10
5429,5429,162.02,2022-06-27,2023-03-13,Paid,Basic,2023-08-25
5430,5430,187.26,2022-02-21,2023-04-08,Due,Basic,2023-06-23
5431,5431,42.94,2022-01-27,2022-06-04,Due,Premium,2023-11-19
5432,5432,169.82,2023-08-23,2023-07-28,Due,Unlimited,2023-03-29
5433,5433,146.91,2023-06-08,2023-04-24,Paid,Unlimited,2023-09-11
5434,5434,113.41,2023-12-09,2023-06-30,Due,Unlimited,2023-04-25
5435,5435,144.52,2023-09-23,2023-08-02,Due,Premium,2023-08-21
5436,5436,35.67,2022-11-15,2022-04-02,Due,Basic,2023-04-30
5437,5437,153.89,2022-06-27,2022-06-29,Due,Premium,2023-01-10
5438,5438,163.59,2022-10-31,2023-12-03,Due,Basic,2023-10-28
5439,5439,100.21,2022-04-16,2022-06-14,Paid,Basic,2023-08-13
5440,5440,98.97,2022-06-01,2022-03-14,Paid,Unlimited,2023-10-18
5441,5441,184.02,2023-11-20,2022-12-01,Paid,Premium,2023-03-28
5442,5442,71.59,2022-04-26,2023-10-22,Paid,Basic,2023-03-07
5443,5443,149.85,2022-06-29,2022-09-06,Paid,Unlimited,2023-12-11
5444,5444,53.2,2023-09-04,2023-05-05,Paid,Basic,2023-06-12
5445,5445,133.95,2022-02-05,2023-02-28,Due,Premium,2023-09-26
5446,5446,167.57,2023-12-30,2022-06-16,Due,Premium,2023-03-15
5447,5447,140.27,2022-09-30,2022-11-14,Paid,Basic,2023-01-14
5448,5448,92.21,2023-06-01,2022-09-29,Due,Unlimited,2023-10-06
5449,5449,187.83,2022-03-13,2022-03-29,Due,Premium,2023-01-27
5450,5450,158.14,2023-12-30,2023-06-30,Due,Unlimited,2023-10-08
5451,5451,137.82,2022-11-13,2023-06-17,Due,Unlimited,2023-08-16
5452,5452,99.21,2023-11-09,2023-01-11,Paid,Basic,2023-01-14
5453,5453,124.3,2022-01-17,2023-11-27,Due,Premium,2023-09-04
5454,5454,26.78,2022-06-02,2023-12-10,Paid,Premium,2023-07-13
5455,5455,67.12,2023-10-07,2022-12-06,Due,Unlimited,2023-08-25
5456,5456,128.57,2022-09-02,2022-02-05,Paid,Basic,2023-11-26
5457,5457,123.87,2023-11-05,2023-12-28,Due,Unlimited,2023-08-23
5458,5458,99.4,2022-03-08,2023-05-16,Paid,Premium,2023-03-17
5459,5459,194.53,2022-05-27,2023-03-26,Due,Premium,2023-08-13
5460,5460,160.55,2022-10-01,2024-01-03,Paid,Premium,2023-07-01
5461,5461,147.53,2023-04-05,2022-04-07,Paid,Unlimited,2023-07-29
5462,5462,129.58,2022-04-27,2023-06-01,Paid,Unlimited,2023-04-24
5463,5463,113.01,2022-01-26,2022-05-18,Paid,Premium,2023-03-31
5464,5464,190.25,2023-07-15,2022-06-22,Due,Unlimited,2023-07-23
5465,5465,54.22,2022-11-15,2022-11-15,Due,Premium,2023-11-21
5466,5466,64.3,2023-03-23,2023-02-26,Paid,Premium,2023-04-04
5467,5467,35.75,2023-10-27,2022-05-22,Due,Basic,2023-09-18
5468,5468,174.91,2022-07-07,2023-03-24,Due,Unlimited,2023-03-30
5469,5469,50.82,2023-03-22,2023-02-20,Paid,Basic,2023-08-13
5470,5470,68.99,2022-04-19,2022-09-22,Paid,Basic,2023-03-21
5471,5471,113.79,2023-01-14,2023-12-28,Due,Unlimited,2023-09-07
5472,5472,143.96,2023-08-31,2023-06-14,Paid,Unlimited,2023-09-04
5473,5473,187.7,2022-05-04,2022-03-12,Paid,Premium,2023-10-10
5474,5474,126.21,2022-01-28,2023-04-09,Paid,Basic,2023-08-25
5475,5475,121.98,2023-06-11,2023-02-18,Due,Premium,2023-05-20
5476,5476,185.5,2022-09-09,2022-07-11,Due,Unlimited,2023-11-04
5477,5477,194.02,2023-10-11,2022-12-26,Paid,Premium,2023-10-01
5478,5478,143.49,2022-04-11,2022-06-11,Due,Basic,2023-05-20
5479,5479,89.19,2023-11-29,2023-11-18,Due,Unlimited,2023-05-29
5480,5480,28.22,2022-06-10,2023-03-31,Paid,Basic,2023-10-13
5481,5481,130.29,2023-02-27,2023-07-30,Paid,Premium,2023-07-20
5482,5482,180.59,2022-07-25,2022-07-22,Due,Basic,2023-02-24
5483,5483,82.74,2023-11-05,2023-01-02,Due,Premium,2023-06-04
5484,5484,151.53,2023-12-12,2023-04-23,Due,Unlimited,2023-06-22
5485,5485,68.54,2023-01-06,2022-07-07,Paid,Basic,2023-01-26
5486,5486,145.37,2023-01-16,2023-12-05,Due,Unlimited,2023-01-27
5487,5487,186.79,2023-05-31,2023-01-11,Paid,Basic,2023-04-02
5488,5488,187.08,2022-05-28,2023-01-31,Due,Premium,2023-10-16
5489,5489,25.99,2023-02-02,2023-03-01,Paid,Unlimited,2023-01-22
5490,5490,136.26,2023-05-12,2023-03-24,Due,Basic,2023-12-07
5491,5491,188.98,2023-06-22,2023-05-17,Due,Premium,2023-08-23
5492,5492,154.87,2023-02-09,2022-02-06,Due,Premium,2023-01-29
5493,5493,191.98,2023-12-19,2022-03-19,Due,Unlimited,2023-04-14
5494,5494,52.56,2022-02-26,2023-01-05,Paid,Unlimited,2023-05-20
5495,5495,79.55,2022-10-26,2023-08-30,Paid,Basic,2023-08-22
5496,5496,197.72,2023-09-29,2023-03-13,Paid,Unlimited,2023-02-15
5497,5497,144.36,2022-03-09,2023-02-01,Due,Unlimited,2023-12-05
5498,5498,154.51,2023-10-14,2022-02-16,Paid,Premium,2023-04-25
5499,5499,178.69,2022-12-15,2023-02-01,Due,Unlimited,2023-01-17
5500,5500,53.09,2023-07-06,2023-09-25,Due,Basic,2023-04-25
5501,5501,121.73,2022-06-02,2023-08-16,Due,Premium,2023-08-20
5502,5502,67.44,2023-04-17,2023-05-27,Paid,Premium,2023-09-09
5503,5503,70.3,2022-09-12,2023-09-24,Paid,Basic,2023-06-30
5504,5504,143.21,2022-04-23,2022-11-23,Paid,Premium,2023-10-15
5505,5505,126.91,2023-04-08,2023-12-02,Paid,Unlimited,2023-10-31
5506,5506,156.36,2023-10-15,2023-12-09,Due,Premium,2023-01-11
5507,5507,101.55,2022-06-11,2023-12-26,Due,Premium,2023-10-27
5508,5508,185.25,2023-03-20,2023-06-10,Paid,Premium,2023-07-24
5509,5509,109.02,2023-05-03,2022-09-20,Paid,Unlimited,2023-11-30
5510,5510,164.58,2022-01-17,2023-04-12,Paid,Unlimited,2023-10-21
5511,5511,90.65,2022-06-02,2022-04-18,Paid,Unlimited,2023-11-19
5512,5512,39.08,2022-10-20,2023-11-15,Paid,Unlimited,2023-10-24
5513,5513,141.51,2023-06-30,2022-01-28,Due,Premium,2023-05-27
5514,5514,171.14,2022-08-19,2022-09-15,Paid,Unlimited,2023-03-18
5515,5515,76.94,2023-01-13,2022-08-29,Paid,Unlimited,2023-08-12
5516,5516,55.37,2022-04-08,2023-02-27,Paid,Unlimited,2023-02-26
5517,5517,54.96,2023-08-03,2022-08-27,Paid,Unlimited,2023-05-12
5518,5518,46.07,2023-10-22,2022-09-17,Paid,Basic,2023-12-28
5519,5519,177.16,2023-10-05,2023-10-27,Due,Premium,2023-02-04
5520,5520,199.29,2023-08-15,2022-06-19,Due,Basic,2023-10-17
5521,5521,198.16,2022-06-17,2022-07-23,Paid,Unlimited,2023-07-19
5522,5522,55.12,2022-02-09,2022-04-11,Paid,Premium,2023-03-18
5523,5523,44.77,2022-04-23,2022-09-17,Due,Basic,2023-06-21
5524,5524,129.61,2023-07-29,2023-12-08,Paid,Premium,2023-09-05
5525,5525,133.79,2023-09-05,2023-08-19,Due,Basic,2023-07-08
5526,5526,194.81,2023-05-31,2022-09-09,Due,Premium,2023-09-28
5527,5527,190.48,2023-12-21,2022-08-22,Paid,Basic,2023-10-14
5528,5528,190.72,2022-05-29,2023-08-27,Due,Premium,2023-05-14
5529,5529,67.09,2022-01-11,2023-02-22,Due,Premium,2023-07-02
5530,5530,189.01,2023-06-17,2023-02-26,Due,Premium,2023-09-27
5531,5531,136.62,2022-04-05,2024-01-02,Due,Unlimited,2023-05-28
5532,5532,185.05,2022-04-20,2023-02-03,Due,Unlimited,2023-03-04
5533,5533,102.57,2023-03-28,2022-02-27,Due,Premium,2023-03-14
5534,5534,76.91,2023-10-16,2022-02-02,Paid,Basic,2023-06-06
5535,5535,90.33,2023-12-13,2023-08-17,Paid,Premium,2023-12-26
5536,5536,103.74,2022-10-30,2023-02-01,Due,Premium,2023-06-02
5537,5537,60.54,2022-07-20,2022-02-22,Paid,Premium,2023-04-21
5538,5538,63.38,2022-03-03,2022-03-12,Due,Basic,2023-12-19
5539,5539,172.95,2023-11-06,2023-03-09,Due,Basic,2023-04-29
5540,5540,123.32,2022-01-15,2022-11-19,Paid,Basic,2023-11-24
5541,5541,77.87,2022-03-13,2022-06-02,Due,Premium,2023-07-30
5542,5542,89.88,2022-07-06,2022-06-25,Paid,Premium,2023-07-25
5543,5543,93.35,2023-08-04,2022-09-26,Due,Unlimited,2023-11-17
5544,5544,170.68,2022-12-16,2023-07-23,Paid,Premium,2023-02-26
5545,5545,123.75,2022-03-09,2022-02-21,Due,Unlimited,2023-07-08
5546,5546,83.71,2023-04-18,2022-09-17,Paid,Basic,2023-10-23
5547,5547,196.46,2022-01-19,2023-09-29,Paid,Unlimited,2023-06-17
5548,5548,102.2,2022-11-29,2022-04-01,Paid,Premium,2023-01-16
